Uthmani,Simple
سُنَنٌ,سنن
فَسِيرُوا۟,فسيروا
فَٱنظُرُوا۟,فانظروا
عَٰقِبَةُ,عاقبة
ٱلْمُكَذِّبِينَ,المكذبين
بَيَانٌ,بيان
وَمَوْعِظَةٌ,وموعظة
تَهِنُوا۟,تهنوا
تَحْزَنُوا۟,تحزنوا
وَأَنتُمُ,وأنتم
ٱلْأَعْلَوْنَ,الأعلون
يَمْسَسْكُمْ,يمسسكم
قَرْحٌ,قرح
مَسَّ,مس
مِّثْلُهُۥ,مثله
ٱلْأَيَّامُ,الأيام
نُدَاوِلُهَا,نداولها
وَلِيَعْلَمَ,وليعلم
وَيَتَّخِذَ,ويتخذ
وَلِيُمَحِّصَ,وليمحص
وَيَمْحَقَ,ويمحق
يَعْلَمِ,يعلم
جَٰهَدُوا۟,جاهدوا
وَيَعْلَمَ,ويعلم
تَمَنَّوْنَ,تمنون
تَلْقَوْهُ,تلقوه
رَأَيْتُمُوهُ,رأيتموه
مُحَمَّدٌ,محمد
قَبْلِهِ,قبله
أَفَإِي۟ن,أفإن
مَّاتَ,مات
قُتِلَ,قتل
ٱنقَلَبْتُمْ,انقلبتم
أَعْقَٰبِكُمْ,أعقابكم
يَنقَلِبْ,ينقلب
يَضُرَّ,يضر
وَسَيَجْزِى,وسيجزي
ٱلشَّٰكِرِينَ,الشاكرين
لِنَفْسٍ,لنفس
تَمُوتَ,تموت
كِتَٰبًا,كتابا
مُّؤَجَّلًا,مؤجلا
يُرِدْ,يرد
ثَوَابَ,ثواب
نُؤْتِهِۦ,نؤته
وَسَنَجْزِى,وسنجزي
وَكَأَيِّن,وكأين
نَّبِىٍّ,نبي
قَٰتَلَ,قاتل
رِبِّيُّونَ,ربيون
وَهَنُوا۟,وهنوا
لِمَآ,لما
أَصَابَهُمْ,أصابهم
ضَعُفُوا۟,ضعفوا
ٱسْتَكَانُوا۟,استكانوا
قَوْلَهُمْ,قولهم
ٱغْفِرْ,اغفر
وَإِسْرَافَنَا,وإسرافنا
أَمْرِنَا,أمرنا
فَـَٔاتَىٰهُمُ,فآتاهم
وَحُسْنَ,وحسن
ثَوَابِ,ثواب
فَتَنقَلِبُوا۟,فتنقلبوا
خَٰسِرِينَ,خاسرين
بَلِ,بل
مَوْلَىٰكُمْ,مولاكم
ٱلنَّٰصِرِينَ,الناصرين
سَنُلْقِى,سنلقي
قُلُوبِ,قلوب
ٱلرُّعْبَ,الرعب
يُنَزِّلْ,ينزل
سُلْطَٰنًا,سلطانا
وَمَأْوَىٰهُمُ,ومأواهم
مَثْوَى,مثوى
صَدَقَكُمُ,صدقكم
وَعْدَهُۥٓ,وعده
تَحُسُّونَهُم,تحسونهم
حَتَّىٰٓ,حتى
فَشِلْتُمْ,فشلتم
وَتَنَٰزَعْتُمْ,وتنازعتم
وَعَصَيْتُم,وعصيتم
أَرَىٰكُم,أراكم
وَمِنكُم,ومنكم
ٱلْءَاخِرَةَ,الآخرة
صَرَفَكُمْ,صرفكم
لِيَبْتَلِيَكُمْ,ليبتليكم
عَفَا,عفا
تُصْعِدُونَ,تصعدون
تَلْوُۥنَ,تلوون
وَٱلرَّسُولُ,والرسول
يَدْعُوكُمْ,يدعوكم
أُخْرَىٰكُمْ,أخراكم
فَأَثَٰبَكُمْ,فأثابكم
غَمًّۢا,غما
بِغَمٍّ,بغم
لِّكَيْلَا,لكيلا
فَاتَكُمْ,فاتكم
أَصَٰبَكُمْ,أصابكم
خَبِيرٌۢ,خبير
ٱلْغَمِّ,الغم
أَمَنَةً,أمنة
نُّعَاسًا,نعاسا
يَغْشَىٰ,يغشى
طَآئِفَةً,طائفة
وَطَآئِفَةٌ,وطائفة
أَهَمَّتْهُمْ,أهمتهم
أَنفُسُهُمْ,أنفسهم
ظَنَّ,ظن
ٱلْجَٰهِلِيَّةِ,الجاهلية
هَل,هل
ٱلْأَمْرَ,الأمر
كُلَّهُۥ,كله
يُخْفُونَ,يخفون
يُبْدُونَ,يبدون
قُتِلْنَا,قتلنا
هَٰهُنَا,هاهنا
لَبَرَزَ,لبرز
ٱلْقَتْلُ,القتل
مَضَاجِعِهِمْ,مضاجعهم
وَلِيَبْتَلِىَ,وليبتلي
ٱلْتَقَى,التقى
ٱلْجَمْعَانِ,الجمعان
ٱسْتَزَلَّهُمُ,استزلهم
لِإِخْوَٰنِهِمْ,لإخوانهم
ضَرَبُوا۟,ضربوا
غُزًّى,غزى
عِندَنَا,عندنا
مَاتُوا۟,ماتوا
قُتِلُوا۟,قتلوا
لِيَجْعَلَ,ليجعل
حَسْرَةً,حسرة
وَلَئِن,ولئن
قُتِلْتُمْ,قتلتم
مُتُّمْ,متم
لَمَغْفِرَةٌ,لمغفرة
يَجْمَعُونَ,يجمعون
مُّتُّمْ,متم
لَإِلَى,لإلى
فَبِمَا,فبما
رَحْمَةٍ,رحمة
لِنتَ,لنت
فَظًّا,فظا
غَلِيظَ,غليظ
ٱلْقَلْبِ,القلب
لَٱنفَضُّوا۟,لانفضوا
حَوْلِكَ,حولك
فَٱعْفُ,فاعف
وَٱسْتَغْفِرْ,واستغفر
وَشَاوِرْهُمْ,وشاورهم
عَزَمْتَ,عزمت
فَتَوَكَّلْ,فتوكل
ٱلْمُتَوَكِّلِينَ,المتوكلين
يَنصُرْكُمُ,ينصركم
غَالِبَ,غالب
يَخْذُلْكُمْ,يخذلكم
يَنصُرُكُم,ينصركم
يَغُلَّ,يغل
يَغْلُلْ,يغلل
غَلَّ,غل
أَفَمَنِ,أفمن
ٱتَّبَعَ,اتبع
رِضْوَٰنَ,رضوان
كَمَنۢ,كمن
بَآءَ,باء
بِسَخَطٍ,بسخط
وَمَأْوَىٰهُ,ومأواه
دَرَجَٰتٌ,درجات
لَقَدْ,لقد
مَنَّ,من
ضَلَٰلٍ,ضلال
مُّبِينٍ,مبين
أَوَلَمَّآ,أولما
أَصَٰبَتْكُم,أصابتكم
أَصَبْتُم,أصبتم
مِّثْلَيْهَا,مثليها
فَبِإِذْنِ,فبإذن
نَافَقُوا۟,نافقوا
وَقِيلَ,وقيل
قَٰتِلُوا۟,قاتلوا
ٱدْفَعُوا۟,ادفعوا
نَعْلَمُ,نعلم
قِتَالًا,قتالا
لَّٱتَّبَعْنَٰكُمْ,لاتبعناكم
لِلْكُفْرِ,للكفر
يَوْمَئِذٍ,يومئذ
لِلْإِيمَٰنِ,للإيمان
بِأَفْوَٰهِهِم,بأفواههم
وَقَعَدُوا۟,وقعدوا
أَطَاعُونَا,أطاعونا
فَٱدْرَءُوا۟,فادرءوا
أَنفُسِكُمُ,أنفسكم
تَحْسَبَنَّ,تحسبن
أَمْوَٰتًۢا,أمواتا
يُرْزَقُونَ,يرزقون
فَرِحِينَ,فرحين
ءَاتَىٰهُمُ,آتاهم
وَيَسْتَبْشِرُونَ,ويستبشرون
بِٱلَّذِينَ,بالذين
يَلْحَقُوا۟,يلحقوا
بِهِم,بهم
خَلْفِهِمْ,خلفهم
يَسْتَبْشِرُونَ,يستبشرون
بِنِعْمَةٍ,بنعمة
وَفَضْلٍ,وفضل
يُضِيعُ,يضيع
أَجْرَ,أجر
ٱسْتَجَابُوا۟,استجابوا
وَٱلرَّسُولِ,والرسول
أَصَابَهُمُ,أصابهم
ٱلْقَرْحُ,القرح
أَحْسَنُوا۟,أحسنوا
أَجْرٌ,أجر
جَمَعُوا۟,جمعوا
فَٱخْشَوْهُمْ,فاخشوهم
فَزَادَهُمْ,فزادهم
إِيمَٰنًا,إيمانا
حَسْبُنَا,حسبنا
ٱلْوَكِيلُ,الوكيل
فَٱنقَلَبُوا۟,فانقلبوا
يَمْسَسْهُمْ,يمسسهم
سُوٓءٌ,سوء
عَظِيمٍ,عظيم
ذَٰلِكُمُ,ذلكم
يُخَوِّفُ,يخوف
أَوْلِيَآءَهُۥ,أولياءه
تَخَافُوهُمْ,تخافوهم
وَخَافُونِ,وخافون
يَحْزُنكَ,يحزنك
يُسَٰرِعُونَ,يسارعون
ٱلْكُفْرِ,الكفر
يَضُرُّوا۟,يضروا
يَجْعَلَ,يجعل
حَظًّا,حظا
يَحْسَبَنَّ,يحسبن
أَنَّمَا,أنما
نُمْلِى,نملي
لِّأَنفُسِهِمْ,لأنفسهم
لِيَزْدَادُوٓا۟,ليزدادوا
لِيَذَرَ,ليذر
يَمِيزَ,يميز
ٱلطَّيِّبِ,الطيب
لِيُطْلِعَكُمْ,ليطلعكم
يَجْتَبِى,يجتبي
فَـَٔامِنُوا۟,فآمنوا
تُؤْمِنُوا۟,تؤمنوا
يَبْخَلُونَ,يبخلون
سَيُطَوَّقُونَ,سيطوقون
بَخِلُوا۟,بخلوا
مِيرَٰثُ,ميراث
لَّقَدْ,لقد
سَمِعَ,سمع
قَوْلَ,قول
فَقِيرٌ,فقير
أَغْنِيَآءُ,أغنياء
سَنَكْتُبُ,سنكتب
وَقَتْلَهُمُ,وقتلهم
وَنَقُولُ,ونقول
ذُوقُوا۟,ذوقوا
ٱلْحَرِيقِ,الحريق
أَيْدِيكُمْ,أيديكم
بِظَلَّامٍ,بظلام
لِّلْعَبِيدِ,للعبيد
عَهِدَ,عهد
إِلَيْنَآ,إلينا
نُؤْمِنَ,نؤمن
لِرَسُولٍ,لرسول
يَأْتِيَنَا,يأتينا
بِقُرْبَانٍ,بقربان
تَأْكُلُهُ,تأكله
رُسُلٌ,رسل
قَبْلِى,قبلي
وَبِٱلَّذِى,وبالذي
قَتَلْتُمُوهُمْ,قتلتموهم
كَذَّبُوكَ,كذبوك
كُذِّبَ,كذب
جَآءُو,جاءوا
وَٱلزُّبُرِ,والزبر
ٱلْمُنِيرِ,المنير
ذَآئِقَةُ,ذائقة
وَإِنَّمَا,وإنما
تُوَفَّوْنَ,توفون
أُجُورَكُمْ,أجوركم
زُحْزِحَ,زحزح
وَأُدْخِلَ,وأدخل
فَازَ,فاز
ٱلدُّنْيَآ,الدنيا
ٱلْغُرُورِ,الغرور
لَتُبْلَوُنَّ,لتبلون
وَأَنفُسِكُمْ,وأنفسكم
وَلَتَسْمَعُنَّ,ولتسمعن
أَشْرَكُوٓا۟,أشركوا
عَزْمِ,عزم
ٱلْأُمُورِ,الأمور
لَتُبَيِّنُنَّهُۥ,لتبيننه
تَكْتُمُونَهُۥ,تكتمونه
فَنَبَذُوهُ,فنبذوه
وَٱشْتَرَوْا۟,واشتروا
فَبِئْسَ,فبئس
يَفْرَحُونَ,يفرحون
أَتَوا۟,أتوا
وَّيُحِبُّونَ,ويحبون
يُحْمَدُوا۟,يحمدوا
تَحْسَبَنَّهُم,تحسبنهم
بِمَفَازَةٍ,بمفازة
يَذْكُرُونَ,يذكرون
قِيَٰمًا,قياما
وَقُعُودًا,وقعودا
جُنُوبِهِمْ,جنوبهم
وَيَتَفَكَّرُونَ,ويتفكرون
خَلَقْتَ,خلقت
بَٰطِلًا,باطلا
فَقِنَا,فقنا
تُدْخِلِ,تدخل
أَخْزَيْتَهُۥ,أخزيته
رَّبَّنَآ,ربنا
إِنَّنَا,إننا
مُنَادِيًا,مناديا
يُنَادِى,ينادي
بِرَبِّكُمْ,بربكم
فَـَٔامَنَّا,فآمنا
وَكَفِّرْ,وكفر
سَيِّـَٔاتِنَا,سيئاتنا
وَتَوَفَّنَا,وتوفنا
ٱلْأَبْرَارِ,الأبرار
وَءَاتِنَا,وآتنا
وَعَدتَّنَا,وعدتنا
رُسُلِكَ,رسلك
تُخْزِنَا,تخزنا
تُخْلِفُ,تخلف
فَٱسْتَجَابَ,فاستجاب
رَبُّهُمْ,ربهم
أُضِيعُ,أضيع
عَمَلَ,عمل
عَٰمِلٍ,عامل
ذَكَرٍ,ذكر
فَٱلَّذِينَ,فالذين
وَأُخْرِجُوا۟,وأخرجوا
وَأُوذُوا۟,وأوذوا
سَبِيلِى,سبيلي
وَقَٰتَلُوا۟,وقاتلوا
وَقُتِلُوا۟,وقتلوا
لَأُكَفِّرَنَّ,لأكفرن
سَيِّـَٔاتِهِمْ,سيئاتهم
وَلَأُدْخِلَنَّهُمْ,ولأدخلنهم
ثَوَابًا,ثوابا
ٱلثَّوَابِ,الثواب
يَغُرَّنَّكَ,يغرنك
تَقَلُّبُ,تقلب
ٱلْبِلَٰدِ,البلاد
مَتَٰعٌ,متاع
قَلِيلٌ,قليل
مَأْوَىٰهُمْ,مأواهم
لَٰكِنِ,لكن
رَبَّهُمْ,ربهم
نُزُلًا,نزلا
لِّلْأَبْرَارِ,للأبرار
لَمَن,لمن
خَٰشِعِينَ,خاشعين
ٱصْبِرُوا۟,اصبروا
وَصَابِرُوا۟,وصابروا
وَرَابِطُوا۟,ورابطوا
خَلَقَكُم,خلقكم
وَٰحِدَةٍ,واحدة
وَخَلَقَ,وخلق
زَوْجَهَا,زوجها
رِجَالًا,رجالا
وَنِسَآءً,ونساء
تَسَآءَلُونَ,تساءلون
وَٱلْأَرْحَامَ,والأرحام
رَقِيبًا,رقيبا
ٱلْيَتَٰمَىٰٓ,اليتامى
تَتَبَدَّلُوا۟,تتبدلوا
بِٱلطَّيِّبِ,بالطيب
حُوبًا,حوبا
تُقْسِطُوا۟,تقسطوا
فَٱنكِحُوا۟,فانكحوا
طَابَ,طاب
مَثْنَىٰ,مثنى
وَثُلَٰثَ,وثلاث
وَرُبَٰعَ,ورباع
تَعْدِلُوا۟,تعدلوا
فَوَٰحِدَةً,فواحدة
مَلَكَتْ,ملكت
أَيْمَٰنُكُمْ,أيمانكم
أَدْنَىٰٓ,أدنى
تَعُولُوا۟,تعولوا
صَدُقَٰتِهِنَّ,صدقاتهن
نِحْلَةً,نحلة
طِبْنَ,طبن
فَكُلُوهُ,فكلوه
هَنِيٓـًٔا,هنيئا
مَّرِيٓـًٔا,مريئا
تُؤْتُوا۟,تؤتوا
ٱلسُّفَهَآءَ,السفهاء
أَمْوَٰلَكُمُ,أموالكم
وَٱرْزُقُوهُمْ,وارزقوهم
وَٱكْسُوهُمْ,واكسوهم
وَٱبْتَلُوا۟,وابتلوا
بَلَغُوا۟,بلغوا
ٱلنِّكَاحَ,النكاح
ءَانَسْتُم,آنستم
رُشْدًا,رشدا
فَٱدْفَعُوٓا۟,فادفعوا
تَأْكُلُوهَآ,تأكلوها
إِسْرَافًا,إسرافا
وَبِدَارًا,وبدارا
يَكْبَرُوا۟,يكبروا
غَنِيًّا,غنيا
فَلْيَسْتَعْفِفْ,فليستعفف
فَقِيرًا,فقيرا
فَلْيَأْكُلْ,فليأكل
دَفَعْتُمْ,دفعتم
فَأَشْهِدُوا۟,فأشهدوا
وَكَفَىٰ,وكفى
حَسِيبًا,حسيبا
لِّلرِّجَالِ,للرجال
ٱلْوَٰلِدَانِ,الوالدان
وَٱلْأَقْرَبُونَ,والأقربون
وَلِلنِّسَآءِ,وللنساء
قَلَّ,قل
كَثُرَ,كثر
مَّفْرُوضًا,مفروضا
ٱلْقِسْمَةَ,القسمة
وَٱلْمَسَٰكِينُ,والمساكين
فَٱرْزُقُوهُم,فارزقوهم
وَلْيَخْشَ,وليخش
تَرَكُوا۟,تركوا
ضِعَٰفًا,ضعافا
خَافُوا۟,خافوا
فَلْيَتَّقُوا۟,فليتقوا
وَلْيَقُولُوا۟,وليقولوا
سَدِيدًا,سديدا
أَمْوَٰلَ,أموال
وَسَيَصْلَوْنَ,وسيصلون
سَعِيرًا,سعيرا
يُوصِيكُمُ,يوصيكم
أَوْلَٰدِكُمْ,أولادكم
لِلذَّكَرِ,للذكر
حَظِّ,حظ
ٱلْأُنثَيَيْنِ,الأنثيين
نِسَآءً,نساء
ٱثْنَتَيْنِ,اثنتين
فَلَهُنَّ,فلهن
ثُلُثَا,ثلثا
فَلَهَا,فلها
ٱلنِّصْفُ,النصف
وَلِأَبَوَيْهِ,ولأبويه
لِكُلِّ,لكل
ٱلسُّدُسُ,السدس
يَكُن,يكن
وَوَرِثَهُۥٓ,وورثه
أَبَوَاهُ,أبواه
فَلِأُمِّهِ,فلأمه
ٱلثُّلُثُ,الثلث
إِخْوَةٌ,إخوة
وَصِيَّةٍ,وصية
يُوصِى,يوصي
دَيْنٍ,دين
ءَابَآؤُكُمْ,آباؤكم
وَأَبْنَآؤُكُمْ,وأبناؤكم
تَدْرُونَ,تدرون
نَفْعًا,نفعا
عَلِيمًا,عليما
حَكِيمًا,حكيما
نِصْفُ,نصف
أَزْوَٰجُكُمْ,أزواجكم
فَلَكُمُ,فلكم
ٱلرُّبُعُ,الربع
تَرَكْنَ,تركن
يُوصِينَ,يوصين
تَرَكْتُمْ,تركتم
ٱلثُّمُنُ,الثمن
تَرَكْتُم,تركتم
تُوصُونَ,توصون
رَجُلٌ,رجل
يُورَثُ,يورث
كَلَٰلَةً,كلالة
ٱمْرَأَةٌ,امرأة
أَخٌ,أخ
أُخْتٌ,أخت
فَلِكُلِّ,فلكل
شُرَكَآءُ,شركاء
ٱلثُّلُثِ,الثلث
يُوصَىٰ,يوصى
مُضَآرٍّ,مضار
يُطِعِ,يطع
وَرَسُولَهُۥ,ورسوله
يُدْخِلْهُ,يدخله
وَذَٰلِكَ,وذلك
ٱلْفَوْزُ,الفوز
يَعْصِ,يعص
وَيَتَعَدَّ,ويتعد
حُدُودَهُۥ,حدوده
خَٰلِدًا,خالدا
وَٱلَّٰتِى,واللاتي
يَأْتِينَ,يأتين
ٱلْفَٰحِشَةَ,الفاحشة
نِّسَآئِكُمْ,نسائكم
فَٱسْتَشْهِدُوا۟,فاستشهدوا
شَهِدُوا۟,شهدوا
ٱلْبُيُوتِ,البيوت
يَتَوَفَّىٰهُنَّ,يتوفاهن
وَٱلَّذَانِ,واللذان
يَأْتِيَٰنِهَا,يأتيانها
فَـَٔاذُوهُمَا,فآذوهما
تَابَا,تابا
وَأَصْلَحَا,وأصلحا
فَأَعْرِضُوا۟,فأعرضوا
عَنْهُمَآ,عنهما
تَوَّابًا,توابا
رَّحِيمًا,رحيما
ٱلتَّوْبَةُ,التوبة
ٱلسُّوٓءَ,السوء
بِجَهَٰلَةٍ,بجهالة
يَتُوبُونَ,يتوبون
قَرِيبٍ,قريب
يَتُوبُ,يتوب
وَلَيْسَتِ,وليست
ٱلسَّيِّـَٔاتِ,السيئات
أَحَدَهُمُ,أحدهم
تُبْتُ,تبت
يَمُوتُونَ,يموتون
أَعْتَدْنَا,أعتدنا
أَلِيمًا,أليما
تَرِثُوا۟,ترثوا
كَرْهًا,كرها
لِتَذْهَبُوا۟,لتذهبوا
بِفَٰحِشَةٍ,بفاحشة
مُّبَيِّنَةٍ,مبينة
وَعَاشِرُوهُنَّ,وعاشروهن
كَرِهْتُمُوهُنَّ,كرهتموهن
فَعَسَىٰٓ,فعسى
وَيَجْعَلَ,ويجعل
أَرَدتُّمُ,أردتم
ٱسْتِبْدَالَ,استبدال
زَوْجٍ,زوج
مَّكَانَ,مكان
وَءَاتَيْتُمْ,وآتيتم
إِحْدَىٰهُنَّ,إحداهن
قِنطَارًا,قنطارا
أَتَأْخُذُونَهُۥ,أتأخذونه
بُهْتَٰنًا,بهتانا
وَإِثْمًا,وإثما
مُّبِينًا,مبينا
تَأْخُذُونَهُۥ,تأخذونه
أَفْضَىٰ,أفضى
وَأَخَذْنَ,وأخذن
مِّيثَٰقًا,ميثاقا
غَلِيظًا,غليظا
نَكَحَ,نكح
ءَابَآؤُكُم,آباؤكم
وَمَقْتًا,ومقتا
وَسَآءَ,وساء
حُرِّمَتْ,حرمت
أُمَّهَٰتُكُمْ,أمهاتكم
وَبَنَاتُكُمْ,وبناتكم
وَأَخَوَٰتُكُمْ,وأخواتكم
وَعَمَّٰتُكُمْ,وعماتكم
وَخَٰلَٰتُكُمْ,وخالاتكم
وَبَنَاتُ,وبنات
ٱلْأَخِ,الأخ
ٱلْأُخْتِ,الأخت
وَأُمَّهَٰتُكُمُ,وأمهاتكم
ٱلَّٰتِىٓ,اللاتي
أَرْضَعْنَكُمْ,أرضعنكم
وَأَخَوَٰتُكُم,وأخواتكم
ٱلرَّضَٰعَةِ,الرضاعة
وَأُمَّهَٰتُ,وأمهات
وَرَبَٰٓئِبُكُمُ,وربائبكم
ٱلَّٰتِى,اللاتي
حُجُورِكُم,حجوركم
نِّسَآئِكُمُ,نسائكم
دَخَلْتُم,دخلتم
بِهِنَّ,بهن
وَحَلَٰٓئِلُ,وحلائل
أَبْنَآئِكُمُ,أبنائكم
أَصْلَٰبِكُمْ,أصلابكم
تَجْمَعُوا۟,تجمعوا
ٱلْأُخْتَيْنِ,الأختين
غَفُورًا,غفورا
وَٱلْمُحْصَنَٰتُ,والمحصنات
وَأُحِلَّ,وأحل
بِأَمْوَٰلِكُم,بأموالكم
مُّحْصِنِينَ,محصنين
مُسَٰفِحِينَ,مسافحين
ٱسْتَمْتَعْتُم,استمتعتم
مِنْهُنَّ,منهن
فَـَٔاتُوهُنَّ,فآتوهن
أُجُورَهُنَّ,أجورهن
تَرَٰضَيْتُم,تراضيتم
ٱلْفَرِيضَةِ,الفريضة
يَسْتَطِعْ,يستطع
طَوْلًا,طولا
يَنكِحَ,ينكح
